652,49,16,4,2,0,2,64,8,0,8,16,2,0,4,2,0,0
2464,172,16,2,8,2,32,64,2,2,2,4,0,0,0,0,0,0
2212,154,0,4,16,2,2,2,32,4,4,16,8,16,16,8,4,2
2316,156,4,2,4,4,2,32,2,16,0,4,16,64,0,0,0,4
796,53,2,8,0,2,16,64,2,0,2,8,4,0,4,16,4,0
648,36,4,2,8,4,2,4,4,4,16,64,8,0,2,16,4,2
1236,69,2,8,4,4,32,16,8,0,2,4,64,2,8,0,0,0
1360,129,16,2,0,0,8,2,0,0,16,64,4,0,2,2,16,2
1040,60,2,0,0,0,0,0,8,8,0,4,64,16,2,2,8,32
736,54,0,0,2,2,0,4,4,16,16,32,16,8,2,4,8,4
1468,126,0,0,0,0,16,0,2,0,64,2,4,2,8,32,2,4
764,54,4,4,2,2,2,32,2,32,4,2,32,8,2,8,2,4
3088,222,8,16,8,4,8,2,8,2,0,32,64,4,0,0,0,2
1004,60,2,8,2,2,8,2,8,0,16,64,16,0,8,2,4,0
1244,90,2,0,4,8,4,2,16,2,32,32,2,8,2,2,16,2
412,11,4,4,16,4,0,32,8,32,0,8,2,16,2,0,8,2
548,15,0,4,2,4,2,2,4,2,16,8,32,64,2,2,4,2
640,43,4,8,16,2,16,64,8,4,2,4,2,0,2,2,0,0
596,26,4,2,4,8,8,64,16,0,16,16,0,0,4,2,0,0
2464,187,4,8,4,2,8,64,4,2,2,32,0,0,8,0,0,0
1252,95,2,4,8,2,4,8,64,4,0,0,16,8,0,0,2,4
2588,216,0,0,0,0,0,4,32,0,2,64,8,4,2,4,16,8
920,46,0,0,0,0,2,0,0,4,2,32,64,16,2,4,16,4
692,46,8,4,8,2,8,16,2,16,2,4,32,4,0,2,16,8
1268,78,0,0,0,0,16,2,0,0,4,32,8,0,16,64,8,2
832,58,8,16,0,0,64,32,0,0,4,8,2,0,2,4,0,0
352,6,2,2,16,4,4,16,8,16,2,32,2,4,8,16,4,2
648,26,2,0,2,32,0,0,8,2,0,4,64,16,2,2,16,2
616,32,4,4,4,4,64,8,8,8,4,2,16,2,2,0,4,0
692,35,0,4,0,0,8,32,2,0,8,4,32,2,4,8,8,32
1232,67,0,0,0,2,0,2,0,4,4,64,2,2,2,2,64,4
1048,53,2,16,16,2,8,8,2,4,16,64,2,0,2,4,0,0
1244,99,2,4,8,2,64,4,0,0,4,32,4,0,8,0,0,0
1044,65,0,2,0,2,0,16,2,16,0,4,16,2,4,2,64,4
1456,114,2,8,16,2,32,4,0,4,64,2,0,0,4,0,0,0
1124,77,0,0,0,0,2,4,8,2,32,8,64,8,2,4,2,8
1628,154,8,2,0,0,8,64,0,0,8,4,0,0,2,32,4,0
1736,137,4,8,4,8,2,16,16,2,8,32,4,0,4,16,2,0
1304,74,2,8,8,2,2,2,4,8,8,16,2,16,2,64,4,2
1400,81,0,0,2,0,8,4,0,2,8,64,8,16,2,16,16,8
1036,53,8,4,0,0,64,8,0,2,4,32,4,0,8,8,0,0
2432,187,0,0,0,2,2,4,16,8,0,8,64,4,2,16,4,2
892,42,4,0,0,0,4,16,32,2,8,16,2,0,2,64,4,0
960,82,0,0,4,4,0,0,16,64,0,4,16,8,2,0,16,4
1224,75,4,8,4,2,8,4,32,0,32,16,4,2,4,8,2,16
1212,78,8,2,16,2,2,64,4,4,0,2,8,8,0,8,2,2
2244,197,0,4,32,2,0,64,16,16,2,2,0,8,0,0,0,0
1316,96,2,64,4,2,8,32,2,16,0,2,4,8,0,0,0,2
1312,104,4,2,4,2,0,2,64,16,2,8,8,2,0,2,4,4
416,4,2,0,4,8,4,16,64,4,8,4,8,2,2,2,2,4
464,9,8,2,16,4,64,8,4,2,8,2,2,8,2,4,0,2
2072,149,0,0,4,2,2,2,2,4,8,8,16,2,2,2,32,64
1080,77,4,8,2,4,0,4,64,8,0,2,4,32,2,0,0,8
948,55,0,0,0,8,0,0,4,2,2,0,64,32,2,2,16,2
556,20,4,16,8,16,0,2,16,2,0,0,64,8,0,0,16,2
1484,117,2,8,0,2,16,2,0,0,64,16,0,0,4,8,4,2
972,52,0,2,4,2,0,32,8,4,0,8,64,16,0,4,2,4
672,33,4,32,2,16,2,8,8,8,0,4,32,8,0,0,16,0
792,66,4,4,4,16,16,16,16,2,2,0,32,0,16,0,2,0
1096,69,0,2,0,4,4,2,32,2,4,8,64,4,2,4,8,2
1020,87,2,8,2,0,4,2,8,4,8,32,32,16,4,2,8,2
1400,94,4,4,2,2,32,64,16,4,4,16,0,0,2,0,0,0
716,48,0,2,2,16,2,4,64,4,4,32,2,8,8,4,8,2
1576,125,4,2,64,4,4,4,2,32,0,0,0,8,0,2,0,4
1208,85,4,8,4,4,16,16,2,16,0,32,16,4,2,2,8,0
728,26,4,0,0,2,32,2,0,0,64,8,16,2,4,2,8,4
1344,95,0,0,0,8,2,0,16,2,0,2,64,8,2,8,16,2
1076,66,4,2,4,2,2,16,64,4,8,16,2,2,2,16,4,2
916,55,4,2,32,2,2,8,2,4,32,16,16,2,8,8,2,2
600,32,4,16,2,8,0,4,8,64,0,0,16,2,0,0,2,0
1088,59,2,0,2,0,16,16,0,2,2,4,8,16,4,2,64,2
1580,115,0,0,0,2,0,8,2,16,2,8,64,2,2,4,16,8
1408,82,2,4,32,2,0,4,16,64,0,0,4,2,0,0,2,16
1744,107,4,2,64,8,16,4,4,4,2,32,2,0,0,8,0,0
648,30,4,8,64,8,2,16,8,2,8,8,4,0,0,0,0,2
1716,131,2,2,0,0,8,16,4,0,2,64,8,2,4,32,16,4
512,14,2,4,2,4,8,16,8,2,16,64,16,4,4,0,0,2
660,33,2,4,8,4,4,8,4,16,32,32,16,4,2,2,4,2
532,16,4,16,4,2,16,2,32,4,4,32,4,8,2,4,2,2
868,73,0,0,2,8,0,2,4,32,0,8,8,64,4,2,4,2
1032,61,2,2,2,4,8,16,32,2,2,2,8,64,0,0,0,2
876,49,4,16,8,0,16,64,2,0,4,8,16,2,4,2,0,0
976,60,0,0,0,8,0,0,2,32,0,2,4,8,4,16,64,2
2336,159,4,8,0,0,16,8,64,4,4,32,2,0,2,8,0,0
1532,107,4,2,4,4,2,8,32,8,0,2,4,64,2,0,2,16
1276,81,2,2,0,0,16,64,4,0,8,16,2,0,32,2,4,0
592,44,2,4,2,4,8,4,16,0,2,64,4,0,4,0,2,0
1340,102,4,2,2,4,2,16,64,2,8,4,16,16,2,2,4,2
792,62,4,0,0,0,2,8,0,2,32,64,0,0,8,2,4,8
368,5,4,8,2,2,8,2,16,8,16,8,32,4,2,4,16,8
556,18,4,16,2,0,16,8,4,0,4,32,16,4,8,16,4,4
788,45,0,2,0,0,0,0,64,8,0,4,16,8,4,2,32,2
684,30,0,0,0,0,4,2,0,0,32,64,2,4,2,16,16,8
1456,101,8,2,8,2,32,4,4,16,4,64,0,4,0,0,0,0
1272,81,0,0,2,0,0,0,0,0,4,8,4,0,32,32,64,4
2120,126,0,2,8,0,8,0,4,8,4,8,8,16,2,2,64,2
724,36,0,8,2,4,2,32,16,8,8,16,32,4,4,4,2,2
596,20,2,0,0,8,0,2,16,4,4,16,64,4,2,8,16,2
496,15,4,2,16,4,8,8,64,8,2,16,2,2,0,2,0,0
944,59,64,0,2,0,2,2,32,0,8,16,8,0,4,8,4,8
720,30,0,2,4,4,8,2,8,32,0,2,64,4,2,8,2,8
632,27,0,0,0,4,0,0,4,32,0,16,64,4,4,4,2,16
1044,73,0,4,2,4,0,8,16,8,64,4,16,4,4,2,8,4
572,17,2,16,4,2,0,2,8,2,16,4,8,4,2,64,4,2
1140,79,0,0,0,0,2,2,2,0,16,64,8,0,4,4,32,4
1068,54,8,2,4,2,2,32,4,8,8,4,64,4,2,8,4,2
1488,124,0,2,4,0,2,4,8,2,8,16,64,8,4,8,4,2
1972,111,4,0,0,2,2,8,16,2,16,64,8,2,8,16,0,0
1772,141,2,4,8,4,8,64,4,0,16,16,2,0,4,0,0,0
1648,107,0,0,0,0,8,32,4,0,16,8,64,2,4,2,2,2
1104,77,0,2,4,4,0,8,64,4,0,0,2,16,2,0,0,32
388,2,0,16,2,4,4,8,32,4,8,4,8,2,4,32,4,16
672,38,2,16,16,4,32,16,4,8,4,8,8,2,2,2,2,4
1500,111,4,4,4,4,4,8,16,16,0,0,64,8,4,0,2,4
768,47,4,0,0,2,2,4,8,2,2,64,16,0,16,4,8,2
1284,78,4,64,2,8,8,2,32,4,2,0,4,4,0,0,0,8
1364,102,2,2,16,4,8,4,2,8,4,64,8,2,2,4,2,8
2212,170,0,2,0,2,0,0,4,2,0,2,4,32,4,64,16,4
700,40,0,2,4,2,0,2,32,8,8,64,4,2,0,0,4,8
1380,93,4,64,4,8,0,8,16,4,0,0,32,8,0,0,2,2
1340,94,0,0,0,0,2,0,4,2,0,0,64,16,0,32,4,16
1492,123,4,2,4,2,2,16,64,8,0,4,4,16,0,2,2,0
1056,69,2,4,4,2,4,8,16,4,2,64,4,8,8,4,8,2
1096,75,4,0,0,0,16,16,0,2,4,64,4,0,2,16,2,2
632,39,0,2,2,4,0,2,8,8,2,4,4,16,4,64,2,2
1396,98,2,4,2,8,64,2,16,2,4,8,32,0,0,0,0,0
1020,64,2,4,4,4,16,64,8,4,4,4,2,8,2,2,16,2
576,20,4,2,4,8,0,16,16,2,0,2,64,16,0,0,8,2
1016,54,2,64,2,4,32,8,4,4,8,16,2,2,4,8,2,0
920,38,0,0,0,0,0,8,4,2,8,32,64,0,4,16,4,4
1776,139,4,4,4,2,2,16,8,8,16,32,2,16,4,8,4,4
1588,120,4,16,8,16,2,8,16,32,2,32,2,2,4,8,0,0
1592,113,4,4,16,2,16,32,64,4,0,4,2,2,0,0,4,0
1428,96,2,0,2,8,0,0,4,64,8,4,32,2,4,16,2,4
1148,74,2,2,4,8,4,64,16,4,8,2,4,8,4,0,2,4
1264,98,0,0,0,4,2,4,4,16,0,16,64,8,4,2,16,2
1188,72,2,4,4,2,8,32,64,8,2,4,8,2,0,0,16,4
1060,66,8,0,2,0,2,4,8,16,2,8,64,8,4,8,4,0
1348,97,2,4,0,0,32,0,0,0,4,64,16,2,8,16,4,0
748,47,0,2,32,2,4,4,4,16,32,8,8,4,4,16,4,2
1104,78,0,4,0,0,4,32,0,0,32,2,4,4,8,32,8,4
1432,107,2,2,8,2,8,8,32,8,0,4,64,4,0,2,2,0
1248,99,4,32,8,2,8,4,32,32,2,2,2,8,0,0,0,2
400,12,2,2,8,2,8,8,32,4,4,32,2,8,2,16,4,2
1492,111,16,4,0,0,4,32,0,0,16,2,2,0,2,32,32,4
1116,77,2,16,4,8,0,4,8,32,4,8,16,4,4,2,32,2
408,9,4,4,2,8,2,16,32,16,8,32,4,8,2,2,8,2
1480,109,8,16,4,2,4,32,8,4,32,8,4,2,2,0,2,8
1368,110,8,2,0,0,2,2,16,0,64,4,2,0,4,16,16,8
580,14,0,0,0,4,2,4,8,64,0,8,4,16,4,32,2,8
1304,78,2,8,16,4,32,8,32,16,8,0,16,2,4,2,4,0
1360,93,2,2,2,2,16,4,16,8,8,64,4,4,4,8,0,2
1036,59,2,0,0,2,0,2,4,4,0,64,2,2,8,4,32,8
1172,66,8,16,8,0,4,64,32,2,4,2,8,0,2,0,0,0
2316,159,4,64,2,0,8,4,16,0,32,0,4,0,2,0,0,0
648,41,4,0,0,0,2,4,0,0,4,2,4,32,2,4,16,64
1100,75,2,64,2,8,0,0,16,8,0,0,16,2,2,2,4,16
1464,101,0,0,0,4,0,4,4,16,0,2,64,32,2,8,4,4
2012,124,2,4,8,4,8,8,64,16,2,2,16,4,0,0,0,0
1412,115,8,2,0,2,4,2,4,16,2,16,64,2,4,2,8,0
1556,144,0,2,16,2,0,2,64,8,2,8,2,4,16,8,4,2
1328,97,8,8,32,2,0,64,2,4,4,16,0,0,0,0,0,0
1276,76,2,16,0,0,4,64,2,0,2,8,32,4,4,2,8,8
916,56,8,0,0,0,2,4,0,0,32,64,2,2,16,4,4,4
628,37,2,16,2,4,0,0,32,8,0,0,2,64,0,0,0,4
1656,134,16,4,2,8,0,2,64,8,2,16,4,2,2,2,8,2
1492,111,2,64,16,4,8,4,2,2,4,2,8,16,2,8,2,4
1052,66,0,0,2,8,0,2,4,16,0,4,16,64,0,2,8,16
664,40,4,2,16,4,8,64,0,0,16,2,0,0,8,0,2,0
836,60,0,2,32,2,0,2,8,64,0,0,32,4,0,0,0,4
560,27,8,2,8,4,4,8,16,8,2,4,64,0,0,2,8,0
2396,159,2,0,0,0,32,4,0,2,8,64,0,2,16,2,2,4
428,4,2,8,0,2,4,16,2,8,2,8,64,4,8,2,4,4
2172,153,2,8,2,8,2,4,32,4,0,4,8,16,4,32,8,2
700,42,4,2,8,4,32,16,2,0,2,4,64,0,2,2,0,0
1076,51,4,0,4,8,0,2,8,32,0,32,4,2,0,0,64,2
1200,97,4,2,8,4,2,8,16,16,4,16,32,4,2,4,2,2
944,63,2,2,32,8,0,16,4,4,0,0,8,64,2,0,0,2
608,31,2,4,32,2,16,32,2,4,0,2,8,32,0,0,2,4
980,72,8,2,64,2,0,8,16,8,0,16,2,2,2,0,0,8
932,66,4,0,0,4,0,2,8,2,4,64,16,8,0,4,16,8
596,25,8,2,0,0,64,2,2,0,2,16,4,0,4,32,8,2
2084,126,0,8,2,16,4,8,16,4,0,64,8,2,0,2,8,16
1040,66,2,8,4,4,4,32,16,0,32,4,2,0,4,16,0,0
904,63,2,2,32,8,16,4,2,16,2,8,32,0,0,2,4,0
656,27,4,2,4,2,32,8,16,4,4,32,32,2,0,4,2,0
712,29,4,2,32,8,16,64,4,0,8,8,2,2,2,2,0,0
1372,98,8,4,2,2,16,64,4,2,8,4,16,0,0,0,0,0
940,57,2,2,32,8,8,16,8,4,4,32,4,2,2,2,16,0
1492,105,32,4,0,0,2,0,16,0,32,16,4,2,16,8,4,4
436,8,0,16,32,4,2,8,8,2,4,32,16,4,8,2,8,2
1008,61,0,8,2,8,2,16,8,2,4,64,16,8,2,0,0,4
1092,65,0,4,4,0,2,8,8,4,0,64,16,16,8,2,2,8
1552,116,4,2,0,0,2,4,32,0,4,2,4,64,2,8,16,2
1120,81,4,4,0,0,8,16,2,0,64,8,0,0,2,16,4,0
1436,96,2,2,2,2,16,16,64,4,2,32,8,2,0,2,2,2
1160,76,0,0,0,4,4,2,64,8,0,4,4,2,4,32,16,4
2420,173,4,2,32,4,0,8,4,8,0,2,64,2,0,0,2,8
560,27,8,8,16,4,2,16,32,2,2,4,2,8,0,0,4,32
1664,122,32,4,16,4,2,32,4,2,8,32,2,0,4,0,0,0
1248,85,4,32,4,2,2,4,32,4,4,8,16,8,4,8,2,2
1440,103,8,0,2,0,4,2,8,0,8,64,32,0,2,4,4,4
1132,75,0,8,2,0,4,4,2,4,16,32,32,16,2,4,8,4
600,29,2,4,2,16,0,4,8,32,2,0,32,4,2,8,4,2
716,20,4,0,0,2,8,32,2,0,2,2,16,0,16,64,4,2
1172,88,0,0,0,2,0,0,0,4,0,32,4,16,2,8,64,2
1716,119,0,0,2,2,16,4,16,4,4,16,4,64,4,2,8,2
1368,104,0,2,0,0,2,2,8,4,4,32,16,2,2,2,64,4
3580,303,0,0,16,0,2,4,64,0,0,8,16,8,4,2,8,8
648,33,2,0,0,4,0,0,2,4,8,32,4,2,4,8,64,4
1068,69,2,8,4,4,8,8,64,16,2,2,4,2,16,2,0,0
816,67,2,2,4,2,16,8,2,8,2,64,4,2,4,2,8,4
1108,76,0,2,2,0,0,0,8,4,2,4,64,4,8,32,2,8
1484,114,2,2,0,0,16,16,4,0,4,64,8,4,2,8,2,4
1256,91,4,16,2,16,0,4,64,8,0,0,2,4,0,2,0,0
1264,78,32,2,2,8,16,64,2,0,8,8,0,0,0,2,0,0
664,33,8,2,2,0,16,32,64,0,4,8,8,0,0,0,2,0
676,42,8,32,0,0,16,32,2,0,2,8,2,16,8,4,2,2
616,31,0,16,2,4,2,8,64,2,0,4,16,8,2,2,4,2
1748,140,0,0,0,0,0,8,2,0,0,32,64,2,8,16,8,4
